timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-08T13:45:12,lab2_vgg_finetune,1d3bb100-31e4-4a95-8982-51ade1a5204d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,264.84933570900466,0.000140663760005286,5.311086004000257e-07,5.0,0.0,6.0,0.00036754012737494324,0.0,0.0004406400507651658,0.000808180178140109,0.0,Spain,ESP,catalonia,,,macOS-26.1-arm64-arm-64bit-Mach-O,3.13.2,3.2.0,10,Apple M1 Pro,,,2.1627,41.3705,32.0,machine,N,1.0,0.0
