device,train_size,val_size,test_size,n_tags,mlp_params,cnn_params,mlp_best_val_auc,cnn_best_val_auc,mlp_test_auc,cnn_test_auc,total_time_10,emissions_kg_10
mps,7000,1500,1500,50,14770,2989810,0.794751226680275,0.8521794432696427,0.7946842761749332,0.8286579788199461,977.8760488033295,0.0005200542506966315
