subset_fraction,subset_n,train_n,val_n,test_n,mlp_test_auc,cnn_test_auc,total_train_time_s,emissions_kg
0.5,5000,3500,750,750,0.7087132491622619,0.8283545985796791,279.42352271080017,0.00014860030327889858
