timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,os,python_version,codecarbon_version,cpu_count,cpu_model,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-12-18T01:23:55,codecarbon,b6eb51f3-89bd-4a9d-bea0-ca082fe4f7f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,225.52539341698863,0.0001199356369886,5.318054662114048e-07,5.0,0.0,6.0,0.0003132229384833,0.0,0.0003758643179868,0.0006890872564701,0.0,Spain,ESP,macOS-26.1-arm64-arm-64bit,3.11.14,3.2.0,10,Apple M1 Pro,32.0,machine,N,1.0,0.0,,
2025-12-18T02:30:47,codecarbon,f476ae8f-7dd3-4d50-a4b8-55287f56ad5e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1034.027848541038,0.0005499134254755918,5.318168425071842e-07,5.0,0.0,6.0,0.001436147388313192,0.0,0.0017233666908341304,0.003159514079147324,0.0,Spain,ESP,macOS-26.1-arm64-arm-64bit,3.11.14,3.2.0,10,Apple M1 Pro,32.0,machine,N,1.0,0.0,,
