timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-18T02:12:46,codecarbon,61364bae-c7a4-4c1c-9c38-3b9032ce4c83,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2431.3046667499,0.001293008618316594,5.318167796901618e-07,5.0,0.0,6.0,0.003376806430211258,0.0,0.0040521428275686515,0.007428949257779913,0.0,Spain,ESP,,,,macOS-26.1-arm64-arm-64bit,3.11.14,3.2.0,10,Apple M1 Pro,,,,,32.0,machine,N,1.0,0.0
